,Type,Price,Location,Baths,Area,Beds
6711,House,PKR58 Thousand,"State Life Housing Society, Lahore, Punjab",4,5 Marla,3
6712,House,PKR37 Thousand,"Jora Pull, Lahore, Punjab",4,3 Marla,3
6713,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
6714,Upper Portion,PKR1 Lakh,"EME Society, Lahore, Punjab",3,1 Kanal,3
6715,Lower Portion,PKR80 Thousand,"EME Society, Lahore, Punjab",2,1 Kanal,2
6716,Upper Portion,PKR70 Thousand,"EME Society, Lahore, Punjab",3,1 Kanal,3
6717,Flat,PKR1.4 Lakh,"Askari, Lahore, Punjab",4,13 Marla,4
6718,House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
6719,House,PKR60 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,3
6720,House,PKR65 Thousand,"Valencia Housing Society, Lahore, Punjab",4,5 Marla,3
6721,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
6722,House,PKR90 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
6723,House,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
6724,House,PKR65 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
6725,Flat,PKR4 Lakh,"DHA Defence, Lahore, Punjab",2,10.1 Marla,2
6726,Flat,PKR3.2 Lakh,"DHA Defence, Lahore, Punjab",4,8.7 Marla,3
6727,House,PKR1.1 Lakh,"Askari, Lahore, Punjab",5,10 Marla,4
